Datetime,Open,High,Low,Close,Volume
2023-12-11 05:06:03.013545000,1.0801283273931683,1.0806969786079688,1.0801166346318936,1.0804651803797773,1080
2023-12-11 05:36:03.064916329,1.080764142289359,1.0808491104516456,1.0804489243497521,1.0807126775372649,1789
2023-12-11 06:06:03.116287658,1.0800543677254775,1.0803045830160245,1.0798508832362268,1.0800158985742683,3159
2023-12-11 06:36:03.167658987,1.0802790187658196,1.080598818342438,1.079734616134683,1.080145642783249,4930
2023-12-11 07:06:03.219030316,1.079957224767141,1.0805302922343056,1.0798416868093188,1.0802305081476071,2446
2023-12-11 07:36:03.270401645,1.0805195253211708,1.0805934740778051,1.0804632137311405,1.0805719697431246,4121
2023-12-11 08:06:03.321772974,1.080712352929806,1.080893039846332,1.0807106695996844,1.0807440675660078,3006
2023-12-11 08:36:03.373144303,1.0816495834287863,1.0818917077831536,1.0815236681254117,1.0817377590482642,3469
2023-12-11 09:06:03.424515632,1.0815522684393077,1.0817301024305441,1.0813900833236265,1.081528843643882,1014
2023-12-11 09:36:03.475886961,1.0819252240274244,1.0819740380122218,1.0813947161087218,1.081891255129046,3788
2023-12-11 10:06:03.527258290,1.0817024528652048,1.0821602333404838,1.08139409147632,1.081907002865261,1846
2023-12-11 10:36:03.578629619,1.08332706505813,1.0833303707074988,1.0831407210624715,1.0833264525517359,4309
2023-12-11 11:06:03.630000949,1.0826689924993516,1.0829713713525322,1.0825803750944265,1.082741641069272,3183
2023-12-11 11:36:03.681372278,1.0832743428313725,1.0833966118188465,1.0824838968546981,1.0829476188894998,2560
2023-12-11 12:06:03.732743607,1.0827771951095573,1.0831118871696377,1.0827510133805762,1.0829654008767473,2499
2023-12-11 12:36:03.784114936,1.0835496099232602,1.0836585143413349,1.0832916541766848,1.0834552425233868,3510
2023-12-11 13:06:03.835486265,1.083876995983963,1.0839832091270367,1.0836367767234916,1.0839203102994315,1307
2023-12-11 13:36:03.886857594,1.0849029752373887,1.0851329866257298,1.0839787799460487,1.084562362751104,3014
2023-12-11 14:06:03.938228923,1.0846569336212388,1.084666122066374,1.084624788210093,1.0846431302495851,2100
2023-12-11 14:36:03.989600252,1.0848445109336728,1.0848618072005844,1.0848030638481627,1.0848376391901442,2788
2023-12-11 15:06:04.040971581,1.0846895073908946,1.0847606000862051,1.0846893853508697,1.0847110175530155,1460
2023-12-11 15:36:04.092342910,1.0844846940237967,1.0851476584028905,1.0839999871966213,1.0847586554384627,2757
2023-12-11 16:06:04.143714239,1.0851911600578157,1.0853035607381578,1.084500323733062,1.0850356084568664,2265
2023-12-11 16:36:04.195085569,1.0855787476684051,1.085640323202856,1.0854452357231057,1.085585134645135,4811
2023-12-11 17:06:04.246456898,1.0852839075341385,1.085293641524349,1.0843018847545995,1.0849594258923536,4765
2023-12-11 17:36:04.297828227,1.0859173655738676,1.086105829947889,1.085847949736338,1.0858537457092188,3700
2023-12-11 18:06:04.349199556,1.0865318589713717,1.086581845749051,1.0860866683167691,1.0863129654602157,2088
2023-12-11 18:36:04.400570885,1.0874796925101051,1.0874809011718445,1.0874384084127797,1.087449687809989,1662
2023-12-11 19:06:04.451942214,1.0880945950545862,1.0881209314771376,1.0880404676709883,1.0880818491315913,4437
2023-12-11 19:36:04.503313543,1.0870413466564595,1.0872951099097259,1.0870252797065185,1.0871476294765263,3941
2023-12-11 20:06:04.554684872,1.0874571123366856,1.0876821319939602,1.087432721553815,1.0874763743192928,2360
2023-12-11 20:36:04.606056201,1.0869238230256695,1.0872265539473307,1.0867210032245016,1.0871479750063262,1807
2023-12-11 21:06:04.657427530,1.0889912248460099,1.089002536302146,1.0889119069670712,1.0889608945646148,2401
2023-12-11 21:36:04.708798859,1.089897723285603,1.0900564314711898,1.0897424332843249,1.0899851578905593,4336
2023-12-11 22:06:04.760170189,1.0911939936793789,1.091199665999829,1.0910164776301692,1.0910782187401753,4297
2023-12-11 22:36:04.811541518,1.0915831794430646,1.0916669149093574,1.0915816651692107,1.09162552131436,2598
2023-12-11 23:06:04.862912847,1.0925188231222203,1.0935054560491069,1.092156956797811,1.0928272914891928,2243
2023-12-11 23:36:04.914284176,1.0939023811146813,1.094488153440328,1.0932990483101188,1.0941459099729074,3595
2023-12-12 00:06:04.965655505,1.0961244744683554,1.0963876702079047,1.095737698696835,1.095962641855786,4405
2023-12-12 00:36:05.017026834,1.0977161724885813,1.0978198938056556,1.097690249697416,1.0977373748456218,4812
2023-12-12 01:06:05.068398163,1.0987289937663416,1.0987784647691712,1.098713021754058,1.0987516750691415,3287
2023-12-12 01:36:05.119769492,1.0988707363316728,1.0992000637590842,1.098810023816136,1.0991514104329752,1157
2023-12-12 02:06:05.171140821,1.0989161598870887,1.0993733838149868,1.0987559294839282,1.0991288727554633,4475
2023-12-12 02:36:05.222512150,1.1001571549003903,1.1003381082572996,1.0993892787865258,1.0998114007664688,3698
2023-12-12 03:06:05.273883479,1.1000029734375292,1.1000488904935934,1.0995950005252324,1.099711507500159,4283
2023-12-12 03:36:05.325254809,1.1014452903462364,1.1014555066910334,1.1013471200100973,1.1013707819953418,1821
2023-12-12 04:06:05.376626138,1.1024805113274319,1.1025582773889548,1.1020426817431936,1.1023281068011919,3633
2023-12-12 04:36:05.427997467,1.1037795103647283,1.1037926125315471,1.1037682707676406,1.1037914138535818,1873
2023-12-12 05:06:05.479368796,1.1049120104136287,1.105192836291806,1.1041213644630161,1.1044766153486625,2309
2023-12-12 05:36:05.530740125,1.105472447591471,1.1055179025994524,1.1049409936282852,1.1053499520039225,2337
